date,station,entries,exits,fare_collected
2025-05-06,Nehru Park,5397,5250,116360.13
2025-05-06,CMBT,15796,16016,509504.2
2025-05-06,Koyambedu,10025,8633,321510.92
2025-05-06,Arumbakkam,5958,5565,196062.26
2025-05-06,Vadapalani,10297,10897,326625.46
2025-05-06,Ashok Nagar,7771,7635,343473.63
2025-05-06,Ekkattuthangal,4771,4717,210261.74
2025-05-06,St Thomas Mount,6729,7043,304461.19
2025-05-07,Washermanpet,5521,5523,115223.34
2025-05-07,Chennai Central,24204,25080,535223.4
2025-05-07,Government Estate,4216,3795,91824.62
2025-05-07,Thousand Lights,8719,8795,196939.13
2025-05-07,Teynampet,6459,5968,204238.16
2025-05-07,Saidapet,10494,10612,330618.23
2025-05-07,Guindy,12836,12673,411371.31
2025-05-07,Alandur,18365,18377,805479.63
2025-05-07,Airport,13003,13559,582063.65
2025-05-07,Egmore,13919,14470,315268.75
2025-05-07,Nehru Park,5879,6126,129605.3
2025-05-07,CMBT,15872,16203,501122.56
2025-05-07,Koyambedu,11007,11615,347324.69
2025-05-07,Arumbakkam,8289,8858,268816.86
2025-05-07,Vadapalani,11423,12011,357604.78
2025-05-07,Ashok Nagar,7619,7582,334385.27
2025-05-07,Ekkattuthangal,4720,4285,206692.59
2025-05-07,St Thomas Mount,8128,7928,350837.63
2025-05-08,Washermanpet,5780,5631,128448.68
2025-05-08,Chennai Central,25954,26199,580561.79
2025-05-08,Government Estate,4175,4257,92217.51
2025-05-08,Thousand Lights,7241,7224,166014.22
2025-05-08,Teynampet,8886,8699,287564.31
2025-05-08,Saidapet,9369,9718,293037.31
2025-05-08,Guindy,13052,13007,404579.91
2025-05-08,Alandur,20480,20061,892953.63
2025-05-08,Airport,12334,13166,539483.28
2025-05-08,Egmore,15303,14918,331972.14
2025-05-08,Nehru Park,5896,6155,132753.95
2025-05-08,CMBT,17105,16875,529638.36
2025-05-08,Koyambedu,10656,10308,350395.88
2025-05-08,Arumbakkam,6644,6409,218783.87
2025-05-08,Vadapalani,9459,10211,292390.46
2025-05-08,Ashok Nagar,8021,8129,358435.78
2025-05-08,Ekkattuthangal,5622,5415,248796.36
2025-05-08,St Thomas Mount,6832,7195,304767.61
2025-05-09,Washermanpet,5007,4389,108604.01
2025-05-09,Chennai Central,26105,27929,561479.74
2025-05-09,Government Estate,3708,3869,79218.64
2025-05-09,Thousand Lights,8541,8491,193981.83
2025-05-09,Teynampet,7425,7203,240918.44
2025-05-09,Saidapet,9707,9973,316228.36
2025-05-09,Guindy,14071,15204,452111.68
2025-05-09,Alandur,19322,20127,846910.24
2025-05-09,Airport,12914,12310,553898.8
2025-05-09,Egmore,15895,15962,360334.13
2025-05-09,Nehru Park,5666,5432,126020.13
2025-05-09,CMBT,17193,18080,573156.35
2025-05-09,Koyambedu,11166,12084,352613.1
2025-05-09,Arumbakkam,6740,6870,205721.07
2025-05-09,Vadapalani,13176,13526,440508.87
2025-05-09,Ashok Nagar,8108,8301,363961.76
2025-05-09,Ekkattuthangal,4443,3968,202807.04
2025-05-09,St Thomas Mount,7324,7199,304775.22
2025-05-10,Washermanpet,3541,3578,78742.46
2025-05-10,Chennai Central,16306,16672,364524.2
2025-05-10,Government Estate,2527,2624,57006.84
2025-05-10,Thousand Lights,5064,5004,110533.3
2025-05-10,Teynampet,5589,5024,174012.31
2025-05-10,Saidapet,6123,6272,188182.72
2025-05-10,Guindy,8407,9015,261546.47
2025-05-10,Alandur,11059,10840,494331.38
2025-05-10,Airport,7376,7807,313367.48
2025-05-10,Egmore,8999,9258,192967.38
2025-05-10,Nehru Park,3656,3379,78570.0
2025-05-10,CMBT,9861,10751,321939.59
2025-05-10,Koyambedu,7926,7919,242853.08
2025-05-10,Arumbakkam,3900,3858,126657.53
2025-05-10,Vadapalani,5807,5650,177803.95
2025-05-10,Ashok Nagar,4725,4722,204866.05
2025-05-10,Ekkattuthangal,3181,3332,137695.67
2025-05-10,St Thomas Mount,4654,4682,208610.95
2025-05-11,Washermanpet,3197,3226,74028.82
2025-05-11,Chennai Central,12055,12804,253835.98
2025-05-11,Government Estate,2393,2357,51010.82
2025-05-11,Thousand Lights,5706,5667,117183.81
2025-05-11,Teynampet,5030,5048,157808.32
2025-05-11,Saidapet,5087,4904,158175.19
2025-05-11,Guindy,10222,10799,338161.4
2025-05-11,Alandur,12760,13100,565071.05
2025-05-11,Airport,8183,7862,361702.96
2025-05-11,Egmore,9048,8164,201418.43
2025-05-11,Nehru Park,3460,3782,80213.83
2025-05-11,CMBT,11875,12479,376501.36
2025-05-11,Koyambedu,7595,7490,251539.01
2025-05-11,Arumbakkam,3892,3775,123600.5
2025-05-11,Vadapalani,6156,6184,185826.59
2025-05-11,Ashok Nagar,4022,3723,169246.0
2025-05-11,Ekkattuthangal,3042,3056,141174.17
2025-05-11,St Thomas Mount,4317,4350,196772.91
2025-05-12,Washermanpet,6592,6049,147912.15
2025-05-12,Chennai Central,23402,23667,516179.29
2025-05-12,Government Estate,3829,3991,83355.44
2025-05-12,Thousand Lights,8065,8267,169745.65
2025-05-12,Teynampet,8836,8678,278666.05
2025-05-12,Saidapet,9096,9642,308827.2
2025-05-12,Guindy,15780,16874,514951.99
2025-05-12,Alandur,17644,17077,781802.0
2025-05-12,Airport,13061,13185,594857.19
2025-05-12,Egmore,14068,15354,309597.31
2025-05-12,Nehru Park,6493,6455,145120.22
2025-05-12,CMBT,15650,15196,471135.79
2025-05-12,Koyambedu,11914,11496,368975.51
2025-05-12,Arumbakkam,6618,6848,194647.93
2025-05-12,Vadapalani,10654,10585,345352.07
2025-05-12,Ashok Nagar,7469,7496,352524.94
2025-05-12,Ekkattuthangal,5249,4974,215560.7
2025-05-12,St Thomas Mount,6920,7167,309616.21
2025-05-13,Washermanpet,5436,5234,118241.49
2025-05-13,Chennai Central,23139,21311,509729.19
2025-05-13,Government Estate,4737,4655,101243.51
2025-05-13,Thousand Lights,8490,8485,195141.34
2025-05-13,Teynampet,7542,7871,244680.55
2025-05-13,Saidapet,8098,8147,260736.4
2025-05-13,Guindy,13010,13546,417637.31
2025-05-13,Alandur,18758,18792,804568.54
2025-05-13,Airport,12554,11450,522233.25
2025-05-13,Egmore,15109,14794,317042.94
2025-05-13,Nehru Park,5507,5664,125283.97
2025-05-13,CMBT,16843,18930,482130.54
2025-05-13,Koyambedu,9272,9815,285985.49
2025-05-13,Arumbakkam,5954,5338,192492.21
2025-05-13,Vadapalani,9165,8666,286731.98
2025-05-13,Ashok Nagar,8416,7942,374217.93
2025-05-13,Ekkattuthangal,4387,4407,197150.17
2025-05-13,St Thomas Mount,6698,6952,309612.58
2025-05-14,Washermanpet,5134,5462,110357.53
2025-05-14,Chennai Central,24778,26834,552315.03
2025-05-14,Government Estate,4116,4030,92044.3
2025-05-14,Thousand Lights,7567,7437,164109.84
2025-05-14,Teynampet,7842,7804,258956.19
2025-05-14,Saidapet,9868,9915,312095.21
2025-05-14,Guindy,13864,14883,435202.74
2025-05-14,Alandur,19530,20105,884910.3
2025-05-14,Airport,11721,11292,504596.99
2025-05-14,Egmore,17138,16844,377390.35
2025-05-14,Nehru Park,6084,6055,128871.1
2025-05-14,CMBT,16097,15275,506660.94
2025-05-14,Koyambedu,11159,10778,355484.31
2025-05-14,Arumbakkam,6951,7204,224110.26
2025-05-14,Vadapalani,9952,10301,323907.97
2025-05-14,Ashok Nagar,8451,9013,357310.72
2025-05-14,Ekkattuthangal,5720,5593,262208.17
2025-05-14,St Thomas Mount,6672,6806,299145.98
2025-05-15,Washermanpet,5954,6483,137109.26
2025-05-15,Chennai Central,23423,22906,534864.71
2025-05-15,Government Estate,3393,3315,80844.68
2025-05-15,Thousand Lights,8929,9824,196625.5
2025-05-15,Teynampet,9327,9625,296422.57
2025-05-15,Saidapet,7727,7708,256228.61
2025-05-15,Guindy,13820,14365,436386.14
2025-05-15,Alandur,20233,21604,866443.1
2025-05-15,Airport,12746,13087,564974.74
2025-05-15,Egmore,14650,13926,337281.51
2025-05-15,Nehru Park,6432,6375,142158.65
2025-05-15,CMBT,15080,15381,494315.72
2025-05-15,Koyambedu,11600,11228,369881.57
2025-05-15,Arumbakkam,6746,7083,217442.17
2025-05-15,Vadapalani,10051,9830,320293.04
2025-05-15,Ashok Nagar,8039,7436,353275.06
2025-05-15,Ekkattuthangal,5338,5141,228888.18
2025-05-15,St Thomas Mount,7385,7462,337635.55
2025-05-16,Washermanpet,5931,5766,131982.78
2025-05-16,Chennai Central,21857,21886,503040.69
2025-05-16,Government Estate,3702,3985,80683.88
2025-05-16,Thousand Lights,8564,8334,184344.4
2025-05-16,Teynampet,9081,8337,284366.41
2025-05-16,Saidapet,9673,10118,310617.38
2025-05-16,Guindy,13697,12765,450189.92
2025-05-16,Alandur,19595,19184,854112.46
2025-05-16,Airport,14280,13954,628293.86
2025-05-16,Egmore,12985,12164,276833.21
2025-05-16,Nehru Park,6253,6154,132450.49
2025-05-16,CMBT,16423,16539,524880.0
2025-05-16,Koyambedu,12700,12310,408095.14
2025-05-16,Arumbakkam,5288,5102,174279.65
2025-05-16,Vadapalani,10771,11606,352004.28
2025-05-16,Ashok Nagar,7741,8128,343613.94
2025-05-16,Ekkattuthangal,5550,5846,255933.78
2025-05-16,St Thomas Mount,8084,7929,348554.38
2025-05-17,Washermanpet,3483,3648,78782.81
2025-05-17,Chennai Central,13664,12446,309428.22
2025-05-17,Government Estate,2827,2549,65698.34
2025-05-17,Thousand Lights,4864,4647,102334.49
2025-05-17,Teynampet,4679,4868,152706.08
2025-05-17,Saidapet,6228,6605,199245.44
2025-05-17,Guindy,7426,7801,235184.08
2025-05-17,Alandur,10849,10254,483525.04
2025-05-17,Airport,6915,6913,289263.31
2025-05-17,Egmore,9998,9716,218121.39
2025-05-17,Nehru Park,3431,3560,77020.77
2025-05-17,CMBT,9640,9406,319270.29
2025-05-17,Koyambedu,7047,6218,235867.68
2025-05-17,Arumbakkam,4813,4896,156580.93
2025-05-17,Vadapalani,6486,6523,201305.66
2025-05-17,Ashok Nagar,4576,4773,202553.48
2025-05-17,Ekkattuthangal,2647,2721,115215.66
2025-05-17,St Thomas Mount,4615,4394,209024.92
2025-05-18,Washermanpet,2808,2762,62905.08
2025-05-18,Chennai Central,16115,15557,364379.96
2025-05-18,Government Estate,2561,2612,56453.87
2025-05-18,Thousand Lights,6291,6378,139581.7
2025-05-18,Teynampet,5366,5254,174640.15
2025-05-18,Saidapet,6947,6943,210985.91
2025-05-18,Guindy,7938,7941,246121.63
2025-05-18,Alandur,12787,12952,554693.92
2025-05-18,Airport,6567,6699,285077.45
2025-05-18,Egmore,9712,9389,218840.98
2025-05-18,Nehru Park,4096,3990,89698.42
2025-05-18,CMBT,9147,8964,279397.37
2025-05-18,Koyambedu,7594,7594,246156.94
2025-05-18,Arumbakkam,3814,3851,125183.74
2025-05-18,Vadapalani,6179,6505,203439.57
2025-05-18,Ashok Nagar,4493,3972,189986.6
2025-05-18,Ekkattuthangal,2784,2639,115670.79
2025-05-18,St Thomas Mount,3873,3991,170039.48
2025-05-19,Washermanpet,5831,5889,133929.26
2025-05-19,Chennai Central,26260,23822,580390.12
2025-05-19,Government Estate,4267,4396,94507.35
2025-05-19,Thousand Lights,8586,8673,189101.41
2025-05-19,Teynampet,8536,8433,256328.93
2025-05-19,Saidapet,9817,10138,309851.88
2025-05-19,Guindy,14934,15501,506471.47
2025-05-19,Alandur,21287,20648,922917.18
2025-05-19,Airport,13178,12777,597544.71
2025-05-19,Egmore,17380,17408,367370.8
2025-05-19,Nehru Park,6498,6580,147790.65
2025-05-19,CMBT,13868,13398,438926.73
2025-05-19,Koyambedu,11883,12032,362066.52
2025-05-19,Arumbakkam,6007,5682,184143.14
2025-05-19,Vadapalani,11019,10396,351198.24
2025-05-19,Ashok Nagar,7061,6962,311770.9
2025-05-19,Ekkattuthangal,5442,5344,248665.52
2025-05-19,St Thomas Mount,6576,6521,288772.84
2025-05-20,Washermanpet,4756,4445,109709.5
2025-05-20,Chennai Central,20923,21057,473023.93
2025-05-20,Government Estate,4312,4257,92546.9
2025-05-20,Thousand Lights,9181,9457,202155.83
2025-05-20,Teynampet,8276,8083,267909.29
2025-05-20,Saidapet,9410,9449,322978.75
2025-05-20,Guindy,15721,14996,498540.81
2025-05-20,Alandur,18422,18105,810193.67
2025-05-20,Airport,12601,12953,537945.2
2025-05-20,Egmore,16649,16202,371559.56
2025-05-20,Nehru Park,5702,5402,124935.33
2025-05-20,CMBT,20187,18971,623271.7
2025-05-20,Koyambedu,8718,8795,267873.2
2025-05-20,Arumbakkam,6765,6556,213939.66
2025-05-20,Vadapalani,10695,11077,332556.23
2025-05-20,Ashok Nagar,8076,8229,360446.6
2025-05-20,Ekkattuthangal,4804,4378,215067.74
2025-05-20,St Thomas Mount,6279,5903,274747.68
2025-05-21,Washermanpet,4959,4648,107566.15
2025-05-21,Chennai Central,24665,24462,539329.06
2025-05-21,Government Estate,3574,3780,78300.56
2025-05-21,Thousand Lights,8152,8620,181764.39
2025-05-21,Teynampet,7184,6756,228833.29
2025-05-21,Saidapet,9452,9038,308690.84
2025-05-21,Guindy,10362,10933,336494.05
2025-05-21,Alandur,18695,18307,852158.4
2025-05-21,Airport,12034,11241,537449.07
2025-05-21,Egmore,12491,12177,288177.05
2025-05-21,Nehru Park,5591,5878,122965.8
2025-05-21,CMBT,14016,13775,437667.81
2025-05-21,Koyambedu,10897,10941,343519.81
2025-05-21,Arumbakkam,5806,6476,182430.48
2025-05-21,Vadapalani,9346,9698,299190.22
2025-05-21,Ashok Nagar,7096,7330,305973.92
2025-05-21,Ekkattuthangal,5164,4786,238130.38
2025-05-21,St Thomas Mount,6747,7255,285300.48
2025-05-22,Washermanpet,5933,6292,130703.35
2025-05-22,Chennai Central,22056,22348,465603.26
2025-05-22,Government Estate,3378,3257,72385.82
2025-05-22,Thousand Lights,8507,8640,193455.76
2025-05-22,Teynampet,8383,8723,263726.24
2025-05-22,Saidapet,11085,11873,361594.83
2025-05-22,Guindy,13746,14076,441697.95
2025-05-22,Alandur,17291,18210,761296.88
2025-05-22,Airport,11762,12471,542444.3
2025-05-22,Egmore,11603,11156,254113.73
2025-05-22,Nehru Park,5639,5397,123892.3
2025-05-22,CMBT,16416,15251,516434.99
2025-05-22,Koyambedu,11514,11286,362628.49
2025-05-22,Arumbakkam,6568,6389,211333.0
2025-05-22,Vadapalani,9102,10386,287451.47
2025-05-22,Ashok Nagar,7196,7193,326793.68
2025-05-22,Ekkattuthangal,4153,4562,195202.84
2025-05-22,St Thomas Mount,7393,7398,337921.98
2025-05-23,Washermanpet,5385,5107,117058.17
2025-05-23,Chennai Central,23500,25088,506709.63
2025-05-23,Government Estate,3591,3566,77121.03
2025-05-23,Thousand Lights,8448,9138,187821.58
2025-05-23,Teynampet,8061,8079,258135.28
2025-05-23,Saidapet,8605,8169,267662.05
2025-05-23,Guindy,15229,16453,463980.47
2025-05-23,Alandur,15348,15674,676503.14
2025-05-23,Airport,10396,11108,445833.24
2025-05-23,Egmore,15027,14963,332045.0
2025-05-23,Nehru Park,7340,7706,152992.71
2025-05-23,CMBT,15993,14925,516189.82
2025-05-23,Koyambedu,10035,9896,316686.87
2025-05-23,Arumbakkam,6831,6724,216297.89
2025-05-23,Vadapalani,9452,9701,295711.07
2025-05-23,Ashok Nagar,6489,5912,292882.09
2025-05-23,Ekkattuthangal,5202,5401,228272.88
2025-05-23,St Thomas Mount,7504,7522,331919.04
2025-05-24,Washermanpet,3026,3018,67890.34
2025-05-24,Chennai Central,13376,14838,291776.6
2025-05-24,Government Estate,2336,2353,51187.69
2025-05-24,Thousand Lights,6091,6508,134099.13
2025-05-24,Teynampet,5145,5107,161704.07
2025-05-24,Saidapet,6260,6392,201482.47
2025-05-24,Guindy,10100,9611,312558.89
2025-05-24,Alandur,11355,11175,501580.83
2025-05-24,Airport,7106,8129,317846.5
2025-05-24,Egmore,8513,8313,194559.52
2025-05-24,Nehru Park,3500,3505,75760.07
2025-05-24,CMBT,9258,9184,285500.81
2025-05-24,Koyambedu,6612,6317,205509.05
2025-05-24,Arumbakkam,3899,3893,130284.87
2025-05-24,Vadapalani,6724,6455,211676.98
2025-05-24,Ashok Nagar,4374,4495,204319.27
2025-05-24,Ekkattuthangal,2914,3188,125617.77
2025-05-24,St Thomas Mount,4731,4434,201008.01
2025-05-25,Washermanpet,4007,3894,90607.43
2025-05-25,Chennai Central,13386,13319,283972.49
2025-05-25,Government Estate,2403,2456,54114.35
2025-05-25,Thousand Lights,6139,6197,134140.82
2025-05-25,Teynampet,5175,4958,167354.02
2025-05-25,Saidapet,5261,5371,170774.84
2025-05-25,Guindy,8249,8606,263725.27
2025-05-25,Alandur,10785,11325,492496.85
2025-05-25,Airport,8808,8985,378616.1
2025-05-25,Egmore,9163,9539,204993.72
2025-05-25,Nehru Park,3408,3571,75200.7
2025-05-25,CMBT,11198,11513,371127.88
2025-05-25,Koyambedu,7660,6850,251067.84
2025-05-25,Arumbakkam,3974,4181,129939.45
2025-05-25,Vadapalani,7786,8164,251868.89
2025-05-25,Ashok Nagar,4822,4737,200415.06
2025-05-25,Ekkattuthangal,3153,3439,136909.5
2025-05-25,St Thomas Mount,5090,4798,226858.98
2025-05-26,Washermanpet,5907,5491,134771.82
2025-05-26,Chennai Central,22684,23483,485055.48
2025-05-26,Government Estate,3972,3859,89846.51
2025-05-26,Thousand Lights,8648,8538,183700.46
2025-05-26,Teynampet,8393,7923,269800.09
2025-05-26,Saidapet,10816,10321,332867.17
2025-05-26,Guindy,12787,12874,405173.38
2025-05-26,Alandur,17343,16657,778405.12
2025-05-26,Airport,11222,11156,475522.29
2025-05-26,Egmore,12789,14529,277506.0
2025-05-26,Nehru Park,6292,6130,138709.77
2025-05-26,CMBT,14712,15678,470454.9
2025-05-26,Koyambedu,10977,10716,341917.5
2025-05-26,Arumbakkam,6082,6011,194380.31
2025-05-26,Vadapalani,10408,9623,317254.16
2025-05-26,Ashok Nagar,8720,8496,374734.75
2025-05-26,Ekkattuthangal,4876,4979,227281.7
2025-05-26,St Thomas Mount,7794,7817,353266.46
2025-05-27,Washermanpet,5826,5935,128634.44
2025-05-27,Chennai Central,26912,26075,611367.17
2025-05-27,Government Estate,4017,3795,85304.02
2025-05-27,Thousand Lights,9027,9615,199710.41
2025-05-27,Teynampet,7245,6993,236338.64
2025-05-27,Saidapet,8736,9135,291042.51
2025-05-27,Guindy,12295,11335,386815.65
2025-05-27,Alandur,17879,18455,785995.28
2025-05-27,Airport,12386,12753,570005.03
2025-05-27,Egmore,14892,14978,330227.9
2025-05-27,Nehru Park,5401,5340,115038.0
2025-05-27,CMBT,14097,14264,440383.65
2025-05-27,Koyambedu,10002,9891,326005.88
2025-05-27,Arumbakkam,7213,6919,239847.53
2025-05-27,Vadapalani,11147,10715,362592.9
2025-05-27,Ashok Nagar,6844,7151,300903.13
2025-05-27,Ekkattuthangal,5359,5261,231456.23
2025-05-27,St Thomas Mount,5827,5817,266459.78
2025-05-28,Washermanpet,5747,5884,127999.49
2025-05-28,Chennai Central,22811,22161,492787.34
2025-05-28,Government Estate,3647,3505,79326.7
2025-05-28,Thousand Lights,9050,9141,200411.94
2025-05-28,Teynampet,7702,7500,241669.32
2025-05-28,Saidapet,10593,11044,335824.09
2025-05-28,Guindy,14675,14438,465510.67
2025-05-28,Alandur,19085,19187,785423.98
2025-05-28,Airport,11942,12994,518702.22
2025-05-28,Egmore,15376,16680,312257.16
2025-05-28,Nehru Park,5611,5371,132679.1
2025-05-28,CMBT,18114,18560,578746.66
2025-05-28,Koyambedu,9206,9072,308376.95
2025-05-28,Arumbakkam,6427,6540,200217.91
2025-05-28,Vadapalani,9846,10634,311936.52
2025-05-28,Ashok Nagar,7534,7600,348940.57
2025-05-28,Ekkattuthangal,5238,4690,232241.62
2025-05-28,St Thomas Mount,8362,7782,374782.0
2025-05-29,Washermanpet,4900,4736,104328.9
2025-05-29,Chennai Central,21088,21377,489034.78
2025-05-29,Government Estate,4218,4250,90525.74
2025-05-29,Thousand Lights,8640,8119,185288.5
2025-05-29,Teynampet,7986,8038,255041.62
2025-05-29,Saidapet,9558,9816,306708.28
2025-05-29,Guindy,14481,14151,468629.44
2025-05-29,Alandur,20395,18977,904786.04
2025-05-29,Airport,12495,13607,580134.56
2025-05-29,Egmore,16714,16353,366224.41
2025-05-29,Nehru Park,6346,6896,140779.5
2025-05-29,CMBT,16268,15527,517677.3
2025-05-29,Koyambedu,9994,10444,335825.6
2025-05-29,Arumbakkam,5854,5400,196747.95
2025-05-29,Vadapalani,10445,10366,351148.21
2025-05-29,Ashok Nagar,7326,6940,317697.44
2025-05-29,Ekkattuthangal,4979,4886,217476.13
2025-05-29,St Thomas Mount,7816,7312,348984.53
2025-05-30,Washermanpet,5705,5793,128962.87
2025-05-30,Chennai Central,22866,21739,504058.01
2025-05-30,Government Estate,3943,3843,88558.35
2025-05-30,Thousand Lights,7791,7425,177168.54
2025-05-30,Teynampet,9019,8898,297731.02
2025-05-30,Saidapet,9162,10495,292441.37
2025-05-30,Guindy,12217,12203,392225.03
2025-05-30,Alandur,20041,21774,861146.64
2025-05-30,Airport,13667,14355,575764.71
2025-05-30,Egmore,17048,16033,372973.16
2025-05-30,Nehru Park,5523,5610,119708.07
2025-05-30,CMBT,16588,17216,516245.26
2025-05-30,Koyambedu,11807,11917,369217.02
2025-05-30,Arumbakkam,7657,7385,250007.47
2025-05-30,Vadapalani,10740,10659,331325.54
2025-05-30,Ashok Nagar,7418,7044,306293.6
2025-05-30,Ekkattuthangal,5013,5061,222566.5
2025-05-30,St Thomas Mount,7713,7451,338035.19
2025-05-31,Washermanpet,3362,3418,71773.06
2025-05-31,Chennai Central,16424,16504,357644.13
2025-05-31,Government Estate,2735,2618,59874.12
2025-05-31,Thousand Lights,5524,5576,123737.8
2025-05-31,Teynampet,5971,5910,196673.69
2025-05-31,Saidapet,5536,5276,164840.39
2025-05-31,Guindy,9464,8805,316291.01
2025-05-31,Alandur,10167,10370,462017.99
2025-05-31,Airport,8625,8649,392958.73
2025-05-31,Egmore,9903,9867,212031.14
2025-05-31,Nehru Park,4124,4003,89146.98
2025-05-31,CMBT,10063,11174,312970.24
2025-05-31,Koyambedu,6852,6490,215788.69
2025-05-31,Arumbakkam,4483,4390,139614.03
2025-05-31,Vadapalani,6570,7006,209218.58
2025-05-31,Ashok Nagar,5248,5564,227518.09
2025-05-31,Ekkattuthangal,3205,3208,139872.35
2025-05-31,St Thomas Mount,4665,4317,204985.28
2025-06-01,Washermanpet,2846,3064,62645.45
2025-06-01,Chennai Central,14177,15179,320806.48
2025-06-01,Government Estate,2673,2655,60367.7
2025-06-01,Thousand Lights,5027,4971,110878.64
2025-06-01,Teynampet,4885,4355,157770.62
2025-06-01,Saidapet,5834,6286,185244.58
2025-06-01,Guindy,7911,8092,254173.78
2025-06-01,Alandur,9820,10363,446578.64
2025-06-01,Airport,7753,7767,341827.37
2025-06-01,Egmore,8706,9012,196749.04
2025-06-01,Nehru Park,3703,3696,81131.07
2025-06-01,CMBT,10156,9881,332746.73
2025-06-01,Koyambedu,6505,6730,209126.57
2025-06-01,Arumbakkam,4549,4455,148702.12
2025-06-01,Vadapalani,6596,6877,209060.53
2025-06-01,Ashok Nagar,4723,4613,214839.35
2025-06-01,Ekkattuthangal,3141,3149,139401.63
2025-06-01,St Thomas Mount,4329,4140,193734.23
2025-06-02,Washermanpet,4606,4638,101888.63
2025-06-02,Chennai Central,27431,28293,584354.02
2025-06-02,Government Estate,4300,4457,94340.06
2025-06-02,Thousand Lights,8807,8535,197394.48
2025-06-02,Teynampet,7481,7497,231465.77
2025-06-02,Saidapet,8902,9403,283394.18
2025-06-02,Guindy,13566,13961,439133.41
2025-06-02,Alandur,17531,17882,786010.49
2025-06-02,Airport,12553,12623,547563.04
2025-06-02,Egmore,12496,12780,285396.58
2025-06-02,Nehru Park,5945,5718,130124.54
2025-06-02,CMBT,16500,17062,512919.53
2025-06-02,Koyambedu,11253,10511,357920.36
2025-06-02,Arumbakkam,6374,6349,211764.48
2025-06-02,Vadapalani,10181,9685,325315.34
2025-06-02,Ashok Nagar,6900,6685,332086.53
2025-06-02,Ekkattuthangal,3615,3788,157885.43
2025-06-02,St Thomas Mount,6726,6477,314224.34
2025-06-03,Washermanpet,6877,6265,149064.35
2025-06-03,Chennai Central,24403,24221,504721.84
2025-06-03,Government Estate,2865,2798,64412.97
2025-06-03,Thousand Lights,7023,6967,157017.82
2025-06-03,Teynampet,6846,6572,217678.93
2025-06-03,Saidapet,8821,8889,271986.95
2025-06-03,Guindy,12564,12758,397859.56
2025-06-03,Alandur,19198,20943,842345.76
2025-06-03,Airport,11045,10810,495229.22
2025-06-03,Egmore,13126,14311,299722.83
2025-06-03,Nehru Park,4730,4668,104086.89
2025-06-03,CMBT,17094,17006,537142.99
2025-06-03,Koyambedu,10961,9940,356434.33
2025-06-03,Arumbakkam,4608,4564,150280.46
2025-06-03,Vadapalani,11307,10903,379003.64
2025-06-03,Ashok Nagar,7205,7326,319178.84
2025-06-03,Ekkattuthangal,4666,4800,205830.29
2025-06-03,St Thomas Mount,6104,6164,267007.44
2025-06-04,Washermanpet,6253,6037,136545.81
2025-06-04,Chennai Central,21278,20403,471986.07
2025-06-04,Government Estate,4417,4714,98197.86
2025-06-04,Thousand Lights,8526,7984,185015.52
2025-06-04,Teynampet,6512,5984,205112.05
2025-06-04,Saidapet,9693,10001,304514.82
2025-06-04,Guindy,15101,16404,488200.92
2025-06-04,Alandur,20563,20909,893938.06
2025-06-04,Airport,10709,10655,482906.57
2025-06-04,Egmore,12921,11966,287274.94
2025-06-04,Nehru Park,5812,5943,122005.86
2025-06-04,CMBT,17739,17466,569463.62
2025-06-04,Koyambedu,11521,12016,345203.09
2025-06-04,Arumbakkam,6256,6121,221046.42
2025-06-04,Vadapalani,9340,9904,300356.99
2025-06-04,Ashok Nagar,6477,6231,282879.3
2025-06-04,Ekkattuthangal,4339,4289,192155.66
2025-06-04,St Thomas Mount,5855,6286,258645.65
2025-06-05,Washermanpet,5561,5202,120840.36
2025-06-05,Chennai Central,26052,25847,585268.45
2025-06-05,Government Estate,4411,4798,98660.76
2025-06-05,Thousand Lights,7992,7329,166025.91
2025-06-05,Teynampet,7515,7451,238245.45
2025-06-05,Saidapet,9421,9756,299137.36
2025-06-05,Guindy,13162,13952,415781.95
2025-06-05,Alandur,19411,20131,849312.93
2025-06-05,Airport,12654,11725,582899.73
2025-06-05,Egmore,15701,16384,357539.6
2025-06-05,Nehru Park,6101,5815,130189.78
2025-06-05,CMBT,16403,16841,523385.57
2025-06-05,Koyambedu,9680,10107,321409.71
2025-06-05,Arumbakkam,6660,6472,225535.26
2025-06-05,Vadapalani,10680,10782,357012.79
2025-06-05,Ashok Nagar,7930,7355,342191.17
2025-06-05,Ekkattuthangal,4454,5155,192495.7
2025-06-05,St Thomas Mount,6564,6455,291474.07
2025-06-06,Washermanpet,4338,4958,94664.73
2025-06-06,Chennai Central,26559,26721,596580.29
2025-06-06,Government Estate,4218,4135,90814.84
2025-06-06,Thousand Lights,7700,7805,171000.73
2025-06-06,Teynampet,9053,8667,282439.84
2025-06-06,Saidapet,8491,8611,276733.11
2025-06-06,Guindy,14186,14085,471655.17
2025-06-06,Alandur,17905,19175,788256.69
2025-06-06,Airport,11445,11118,499071.11
2025-06-06,Egmore,17835,16392,393059.0
2025-06-06,Nehru Park,5707,5579,128187.74
2025-06-06,CMBT,16600,17746,517015.56
2025-06-06,Koyambedu,11819,12938,372769.0
2025-06-06,Arumbakkam,5962,6059,182984.85
2025-06-06,Vadapalani,9803,9505,303679.44
2025-06-06,Ashok Nagar,7154,7779,297809.25
2025-06-06,Ekkattuthangal,5101,5050,222095.94
